model,heads,data,epoch,transformer,max_len,batch_size,lr,dropout,encoder-feature-layers,decoder-feature-layers,accuracy_train,f1_train,recall_train,precision_train,f1_weighted_train,recall_weighted_train,precision_weighted_train,loss_train,accuracy_val,me_accuracy_val,f1_val,me_f1_val,recall_val,me_recall_val,precision_val,me_precision_val,f1_weighted_val,me_f1_weighted_val,recall_weighted_val,me_recall_weighted_val,precision_weighted_val,me_precision_weighted_val,loss_val
MTL2,DETOXIS-EXIST,DETOXIS,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9965429687499998,0.9960205648756834,0.995913646980933,0.9961286395604129,0.9965427595294829,0.9965429687499998,0.9965434357415075,0.012074341241823276,0.7867971818094741,0.0122,0.7457295709232181,0.013,0.739416029136894,0.0131,0.7595124044590992,0.0127,0.7826881720485186,0.0123,0.7867971818094741,0.0122,0.7842408494696831,0.0122,1.1132014142615456
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9909765625,0.9909763907216114,0.990976892534064,0.9909778514385273,0.9909765618813253,0.9909765625,0.9909785237107144,0.0295616232563043,0.7859648632535956,0.0107,0.7853471762795211,0.0107,0.7858796321814276,0.0107,0.7890060675290704,0.0106,0.7853703052513927,0.0107,0.7859648632535956,0.0107,0.7889657316400696,0.0106,0.9703050111021316
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9982812500000001,0.9980183692605957,0.9980343844578456,0.9980027180205603,0.9982813035151444,0.9982812500000001,0.9982816368728121,0.0063985426627914425,0.7854067112951117,0.0122,0.7465390194244952,0.013,0.7414913775382405,0.013,0.7568415524027181,0.0128,0.7824146241143077,0.0123,0.7854067112951117,0.0122,0.7835494647969676,0.0123,1.1551663743598122
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.99458984375,0.9945897488654621,0.9945909529839675,0.9945900549568589,0.9945898462093277,0.99458984375,0.994591358826284,0.0192359413439408,0.7864945847927068,0.0107,0.7853875444672461,0.0107,0.7862429828211843,0.0107,0.7918538331064356,0.0106,0.7854453619261961,0.0107,0.7864945847927068,0.0107,0.7917134119070057,0.0106,1.0208607643842698
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9991210937500001,0.9989896652639704,0.9989496674525057,0.9990301023429309,0.9991210486893557,0.9991210937500001,0.9991213439053539,0.003834261675183371,0.7902544672789774,0.0121,0.7528099279082016,0.0128,0.7479745735211246,0.0129,0.7617905593673038,0.0127,0.7876615408048389,0.0122,0.7902544672789774,0.0121,0.7882435977146212,0.0122,1.162948272909437
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9969726562500002,0.9969725933351995,0.9969725393254036,0.9969729288017799,0.9969726563401411,0.9969726562500002,0.9969729378755126,0.011593885760375996,0.7896691879673099,0.0106,0.7891141249776126,0.0106,0.789530283426189,0.0106,0.7923857656432695,0.0106,0.7891469933054849,0.0106,0.7896691879673099,0.0106,0.7923105910278733,0.0106,1.0291537442377634
MTL2,DETOXIS-EXIST,DETOXIS,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9995703125000001,0.9995036230261786,0.9994712420288809,0.9995361652275296,0.9995702999721493,0.9995703125000001,0.9995704106522474,0.002553624487536581,0.7893317440214556,0.0121,0.7515595048189839,0.0129,0.7467127002802252,0.0129,0.7587791973450763,0.0127,0.7867312265468889,0.0122,0.7893317440214556,0.0121,0.7859603843987784,0.0122,1.1852990044014795
MTL2,DETOXIS-EXIST,EXIST,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9978906249999999,0.9978905884587105,0.997892624543898,0.9978892984630461,0.9978906289131062,0.9978906249999999,0.9978913788873527,0.008377931543582235,0.788081575875003,0.0106,0.787420649629997,0.0106,0.7878798051546311,0.0106,0.7912132372961627,0.0106,0.7874670373628974,0.0106,0.788081575875003,0.0106,0.791102117518059,0.0106,1.0638585725000926
MTL2,DETOXIS-EXIST,DETOXIS,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.9997265625,0.9996840506945596,0.999701092896704,0.9996671234034897,0.9997265629220629,0.9997265625,0.9997266512873757,0.0017801837710612744,0.7900245846681069,0.0121,0.7501598862997783,0.0129,0.7433586841188746,0.013,0.7606518339000393,0.0127,0.786403336227133,0.0122,0.7900245846681069,0.0121,0.7856244738261937,0.0122,1.184323648044041
MTL2,DETOXIS-EXIST,EXIST,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,1,0,0.99857421875,0.998574189125063,0.9985742953913072,0.9985743800558662,0.9985742189310469,0.99857421875,0.9985745162938704,0.006554062056966359,0.7893152122612217,0.0106,0.7887617637425162,0.0106,0.7891408170558601,0.0106,0.791934281843895,0.0106,0.7888022087365794,0.0106,0.7893152122612217,0.0106,0.7918390811772282,0.0106,1.06419298350811
MTL2,DETOXIS-EXIST,DETOXIS,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.72337890625,0.6068844466116667,0.605803769109486,0.6948580961314096,0.6842759452829789,0.72337890625,0.7090556026359659,0.5527366626635193,0.7648684028479902,0.0126,0.7237106805814473,0.0133,0.7204210801526021,0.0134,0.7317968275954982,0.0132,0.7622863796537549,0.0127,0.7648684028479902,0.0126,0.7633464568388738,0.0127,0.4975840534482684
MTL2,DETOXIS-EXIST,EXIST,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.673359375,0.671831701547271,0.6731372011187062,0.6762721787357735,0.6719088193014476,0.673359375,0.6762011724001129,0.589790265224874,0.7729155798991479,0.0109,0.7698260255556562,0.011,0.7724849245706977,0.0109,0.7865893568045337,0.0107,0.7699320614117423,0.011,0.7729155798991479,0.0109,0.7863496926696688,0.0107,0.49938320262091496
MTL2,DETOXIS-EXIST,DETOXIS,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.8531835937500001,0.8250394153550772,0.8155866439091263,0.8378912237248428,0.850656060438993,0.8531835937500001,0.8507236463456509,0.3474219729378819,0.7824070625046562,0.0123,0.7389734086759103,0.0131,0.7330612672241708,0.0132,0.7554483605625995,0.0128,0.777368564358983,0.0124,0.7824070625046562,0.0123,0.7803069906200312,0.0123,0.6057125112840108
MTL2,DETOXIS-EXIST,EXIST,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.8349609375,0.8348963311840771,0.8348881185930888,0.8352826640636895,0.8349120338492128,0.8349609375,0.8352411880249081,0.39430432045832275,0.7799643540253869,0.0108,0.7776316538547784,0.0108,0.7796534550324566,0.0108,0.791062632806087,0.0106,0.7777073040595293,0.0108,0.7799643540253869,0.0108,0.7908891671209763,0.0106,0.5075763638530459
MTL2,DETOXIS-EXIST,DETOXIS,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.94412109375,0.9351236587731927,0.9316667979211495,0.9388793121775695,0.9438825894938218,0.94412109375,0.9438736338506253,0.1541873299353756,0.7812565851789572,0.0123,0.7396921175871012,0.0131,0.7355381968093564,0.0131,0.7541646590227631,0.0128,0.7771262916101207,0.0124,0.7812565851789572,0.0123,0.7808008712163217,0.0123,0.7889710881880352
MTL2,DETOXIS-EXIST,EXIST,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.91263671875,0.9126191576727818,0.9125940011783055,0.9128226060888661,0.912624565564864,0.91263671875,0.9127906776225716,0.24136052102316174,0.7801537620786447,0.0108,0.7781945141045017,0.0108,0.7799719377403472,0.0108,0.7892502961039802,0.0106,0.7782350647040881,0.0108,0.7801537620786447,0.0108,0.7891455668694448,0.0106,0.5591365618365152
MTL2,DETOXIS-EXIST,DETOXIS,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.98259765625,0.9799079694586489,0.9793058554404709,0.9805257086362762,0.9825849209608071,0.98259765625,0.9825841473621418,0.052079846475098744,0.7775736741839699,0.0124,0.7325301397602932,0.0132,0.724735029050588,0.0133,0.7486242191959598,0.0129,0.7722949154816859,0.0125,0.7775736741839699,0.0124,0.7732740721510234,0.0125,0.9360770566122874
MTL2,DETOXIS-EXIST,EXIST,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.95779296875,0.9577905062487865,0.9577831613941555,0.957826371235897,0.9577919648549573,0.95779296875,0.9578194793039158,0.1303029136382975,0.788079712844971,0.0106,0.7869799887637037,0.0107,0.7878866662144952,0.0106,0.7932003105515681,0.0105,0.7870259426399159,0.0107,0.788079712844971,0.0106,0.7930942730177704,0.0105,0.6797398728983743
MTL2,DETOXIS-EXIST,DETOXIS,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9928125,0.9917310879820377,0.9917148133512577,0.9917485123036158,0.9928122211420893,0.9928125,0.992812828108889,0.02431207569992693,0.7771011377060695,0.0124,0.7356723076293823,0.0131,0.7311299783934783,0.0132,0.7501721356263573,0.0129,0.7732430715996305,0.0125,0.7771011377060695,0.0124,0.7771970613568583,0.0124,1.0405442936079843
MTL2,DETOXIS-EXIST,EXIST,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9793359374999999,0.9793354222407815,0.9793346590900255,0.9793440254002486,0.9793358335657316,0.9793359374999999,0.9793435692289231,0.06753842986538075,0.781379014829719,0.0108,0.7802967796438893,0.0108,0.7811534452700876,0.0108,0.7862759658213858,0.0107,0.780352136247164,0.0108,0.781379014829719,0.0108,0.7861536057958111,0.0107,0.8014818421431951
MTL2,DETOXIS-EXIST,DETOXIS,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9965039062500001,0.9959741893822922,0.9959801420239962,0.9959695113074263,0.9965038431199922,0.9965039062500001,0.9965047643611843,0.012611000287288334,0.7805680016176925,0.0123,0.7407827268200878,0.013,0.7366449210063493,0.0131,0.7498739044867572,0.0129,0.7775247664212972,0.0124,0.7805680016176925,0.0123,0.7783094344930068,0.0124,1.1161157212087087
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.98810546875,0.9881050626813096,0.9881028871917709,0.9881152044299883,0.9881053797093731,0.98810546875,0.9881132565937168,0.040150133392162383,0.7859623792135529,0.0107,0.7849905175093153,0.0107,0.7858062923140878,0.0107,0.7905274863922369,0.0106,0.7850279074271158,0.0107,0.7859623792135529,0.0107,0.7904431620219772,0.0106,0.8955899975129537
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9979296874999999,0.9976076329390429,0.9976744414166616,0.9975412650391915,0.9979298212054755,0.9979296874999999,0.9979302896311701,0.007684548033466854,0.7831089494577538,0.0123,0.7397480932693237,0.0131,0.7330536690575002,0.0132,0.7559594475526705,0.0128,0.7781250947119241,0.0124,0.7831089494577538,0.0123,0.7803197063183778,0.0123,1.2137164430958882
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.993203125,0.9932029850514098,0.9932030585998539,0.9932049730333053,0.9932031190746162,0.993203125,0.9932051745582097,0.024790886351256633,0.788255458677994,0.0106,0.7878364247992267,0.0106,0.7881521850049008,0.0106,0.790117787479797,0.0106,0.7878632751514649,0.0106,0.788255458677994,0.0106,0.7900675790056381,0.0106,0.94034597831113
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9987109375,0.9985145363963455,0.9985645261896231,0.9984651424990773,0.9987110245455177,0.9987109375,0.9987115680360308,0.004900804739081651,0.7851810857696278,0.0122,0.7446664473499366,0.013,0.7384351489847861,0.0131,0.7549390524283724,0.0128,0.7815774692603821,0.0123,0.7851810857696278,0.0122,0.7810887867371005,0.0123,1.222276799593653
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9956835937499999,0.9956835131693745,0.9956844601493137,0.9956845949032159,0.9956835950038633,0.9956835937499999,0.9956856248960465,0.017021916877420155,0.7912536950095636,0.0106,0.7905542134493004,0.0106,0.7910662997780737,0.0106,0.7948134999971745,0.0105,0.7905971258409434,0.0106,0.7912536950095636,0.0106,0.7947086036408733,0.0105,0.9842410070555552
MTL2,DETOXIS-EXIST,DETOXIS,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.999296875,0.9991907218114628,0.9992062777994878,0.9991752791079012,0.9992968998020304,0.999296875,0.9992970120523459,0.0031704466103110464,0.7810330881961665,0.0123,0.7399952909132866,0.0131,0.7340441621297914,0.0132,0.7501256786490185,0.0129,0.7774700002152686,0.0124,0.7810330881961665,0.0123,0.7771122057349065,0.0124,1.2270935437508992
MTL2,DETOXIS-EXIST,EXIST,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.99736328125,0.9973632154781278,0.9973620316501378,0.9973651217087177,0.9973632774418434,0.99736328125,0.9973639960014854,0.011049699393042829,0.7894900265792285,0.0106,0.788709723483562,0.0106,0.7893180824507585,0.0106,0.7933564662184095,0.0105,0.7887501510541085,0.0106,0.7894900265792285,0.0106,0.7932616067995927,0.0105,1.0172565238816396
MTL2,DETOXIS-EXIST,DETOXIS,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9998046875,0.9997748635667222,0.9997915109393227,0.9997583078686973,0.9998046971846808,0.9998046875,0.9998047771476024,0.001708147954159358,0.7849559923798172,0.0122,0.7434586925566631,0.013,0.7365377088732601,0.0131,0.7548372486451147,0.0128,0.7809152355889337,0.0123,0.7849559923798172,0.0122,0.7803001750103632,0.0123,1.2343994327953882
MTL2,DETOXIS-EXIST,EXIST,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,2,0,0.9982031250000001,0.9982030746396677,0.9982014020996344,0.9982060263213055,0.9982031213206802,0.9982031250000001,0.9982043967007719,0.00806234900774143,0.7930158109148719,0.0105,0.7925887687209171,0.0106,0.7928809614055374,0.0105,0.79503421668508,0.0105,0.792621085473737,0.0106,0.7930158109148719,0.0105,0.7949625026908864,0.0105,1.0148115451846804
MTL2,DETOXIS-EXIST,DETOXIS,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.7106250000000001,0.5638554144592862,0.5762289107596632,0.6801390773194926,0.6555763450318651,0.7106250000000001,0.6939550739128469,0.5686287979409099,0.7473446429901768,0.0129,0.7024517609541696,0.0136,0.707200804954027,0.0135,0.7235329497981413,0.0133,0.742939689440054,0.013,0.7473446429901768,0.0129,0.7579572230153477,0.0128,0.5206898514713559
MTL2,DETOXIS-EXIST,EXIST,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.6392187500000001,0.6382035191415338,0.6390304959742295,0.6406083442399175,0.63827521028462,0.6392187500000001,0.6405619079848985,0.6201773683726787,0.7586357652085352,0.0111,0.7554339978022311,0.0112,0.7582917425758204,0.0111,0.7714492308677195,0.0109,0.7555271664917574,0.0112,0.7586357652085352,0.0111,0.7712691663493747,0.0109,0.5192144845213209
MTL2,DETOXIS-EXIST,DETOXIS,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.84126953125,0.8120062886354773,0.8043719157883509,0.8220172788559499,0.8390099676977398,0.84126953125,0.8385802390938071,0.36817243929021065,0.7736395951511797,0.0125,0.7302743553487413,0.0132,0.7296279763484014,0.0132,0.7527241392057634,0.0128,0.7685036858217045,0.0126,0.7736395951511797,0.0125,0.7799733146106831,0.0123,0.6094268221940313
MTL2,DETOXIS-EXIST,EXIST,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.8183789062500001,0.8182625390748839,0.8182872646600596,0.8189407809114767,0.8182825964043156,0.8183789062500001,0.8188890822277599,0.4259951612725853,0.7887830066820677,0.0106,0.7876452587259963,0.0106,0.7886990487699908,0.0106,0.793490095979339,0.0105,0.7876678602884414,0.0106,0.7887830066820677,0.0106,0.7934480531389275,0.0105,0.47706818495477943
MTL2,DETOXIS-EXIST,DETOXIS,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9335351562499999,0.9229338227282271,0.9206222945172652,0.9253975098175955,0.9333420967782475,0.9335351562499999,0.9332662294943639,0.1789353467070032,0.7805754515171188,0.0123,0.736891325605336,0.0131,0.7306340388296143,0.0132,0.7548322241268927,0.0128,0.7754877463107018,0.0124,0.7805754515171188,0.0123,0.7791595368166742,0.0123,0.7811679469687598
MTL2,DETOXIS-EXIST,EXIST,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.90185546875,0.9018270844585491,0.9018078744566633,0.9021422410193484,0.9018336268569515,0.90185546875,0.9021076785405032,0.26461964037269353,0.7817314380107807,0.0108,0.7807721224827097,0.0108,0.781670932989148,0.0108,0.786539392249199,0.0107,0.7807902363115317,0.0108,0.7817314380107807,0.0108,0.786513517593849,0.0107,0.5416255865778241
MTL2,DETOXIS-EXIST,DETOXIS,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9782421875,0.9749348963248291,0.974584986746646,0.9752909728185921,0.978234729580253,0.9782421875,0.9782320043713824,0.06544728278342518,0.77411851725716,0.0124,0.7311297631666556,0.0132,0.7266379913349063,0.0133,0.7477511171678106,0.0129,0.7697008345899516,0.0125,0.77411851725716,0.0124,0.7745995854678278,0.0124,0.9121204695531299
MTL2,DETOXIS-EXIST,EXIST,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.950390625,0.950383893992784,0.9503620765120004,0.9505065625021285,0.9503863854990888,0.950390625,0.9504829851041203,0.15033133073011412,0.782788086543955,0.0107,0.7816651927432412,0.0108,0.7826477972519237,0.0107,0.7882492964456156,0.0106,0.7816975278663364,0.0108,0.782788086543955,0.0107,0.7881712407360126,0.0106,0.6591170936822891
MTL2,DETOXIS-EXIST,DETOXIS,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9918164062500001,0.9905735978776654,0.9905637558145541,0.9905850869065382,0.9918164016893642,0.9918164062500001,0.9918176592057236,0.02780991501742392,0.7736502378646459,0.0125,0.7291219193568693,0.0132,0.7228123845004281,0.0133,0.7439794520166172,0.013,0.768795028115694,0.0126,0.7736502378646459,0.0125,0.7704955451390271,0.0125,1.0298145707164492
MTL2,DETOXIS-EXIST,EXIST,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.974609375,0.9746077123708302,0.974596773904515,0.9746484008924619,0.974608595053245,0.974609375,0.9746375620985036,0.08073090678662992,0.7804984226345729,0.0108,0.7800716267368759,0.0108,0.7804354586001521,0.0108,0.7826336522926332,0.0107,0.7800898902709327,0.0108,0.7804984226345729,0.0108,0.7826060364668127,0.0107,0.7704754314252309
MTL2,DETOXIS-EXIST,DETOXIS,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.99564453125,0.9949856765959011,0.9950109277169655,0.9949614813340457,0.9956445844518548,0.99564453125,0.9956454486631239,0.015320530963363128,0.7814891284681942,0.0123,0.7361330670014283,0.0131,0.7274120230356818,0.0133,0.7533424654080986,0.0128,0.775783485304884,0.0124,0.7814891284681942,0.0123,0.7765294850827371,0.0124,1.130324895467077
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9872265625000001,0.9872261082035484,0.987220732438371,0.9872404238531848,0.9872264266800608,0.9872265625000001,0.9872352302216563,0.044497041178692597,0.7843769406562834,0.0107,0.783953432831944,0.0107,0.784273942423795,0.0107,0.7862454059725574,0.0107,0.7839802183043096,0.0107,0.7843769406562834,0.0107,0.7861946752249944,0.0107,0.8783957030091967
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9974999999999999,0.9971116776510953,0.9970938842274247,0.9971304524872618,0.9974999069373011,0.9974999999999999,0.9975005668274051,0.00934068777198263,0.7791833845957366,0.0123,0.7340067070746159,0.0132,0.7255495285182391,0.0133,0.7492849129931523,0.0129,0.7737951212245943,0.0125,0.7791833845957366,0.0123,0.7736126094791975,0.0125,1.1889466272933142
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.99193359375,0.991933384014159,0.991933322209006,0.9919386592920336,0.9919335679865788,0.99193359375,0.9919387554639268,0.028241561847826235,0.7842024368432818,0.0107,0.7837070836599637,0.0107,0.7841072307907833,0.0107,0.7866210690203832,0.0107,0.7837318840738132,0.0107,0.7842024368432818,0.0107,0.7865737459478073,0.0107,0.9767121851444245
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.99888671875,0.9987165632067793,0.9987577786767453,0.9986757720269986,0.9988868168670774,0.99888671875,0.9988872396539403,0.004563830746301392,0.7791780632390035,0.0123,0.7378426350318589,0.0131,0.7319119855766885,0.0132,0.7479903310166252,0.0129,0.7755991351132093,0.0124,0.7791780632390035,0.0123,0.7752700500938292,0.0124,1.2307806883539472
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-05,0.3,3,0,0.9952734375000001,0.9952733363305596,0.9952724462772841,0.9952750770230263,0.9952734314022166,0.9952734375000001,0.9952742759036916,0.017554325553792296,0.7808520878356559,0.0108,0.7804632629807567,0.0108,0.7807297225516131,0.0108,0.7825695173016972,0.0107,0.7804940702202492,0.0108,0.7808520878356559,0.0108,0.7825079838757903,0.0107,1.027317804949624
