model,heads,data,epoch,transformer,max_len,batch_size,lr,dropout,encoder-feature-layers,decoder-feature-layers,accuracy_train,f1_train,recall_train,precision_train,f1_weighted_train,recall_weighted_train,precision_weighted_train,loss_train,accuracy_val,me_accuracy_val,f1_val,me_f1_val,recall_val,me_recall_val,precision_val,me_precision_val,f1_weighted_val,me_f1_weighted_val,recall_weighted_val,me_recall_weighted_val,precision_weighted_val,me_precision_weighted_val,loss_val
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8407421875000001,0.8406841923054117,0.8406769703657776,0.8410533743705242,0.8406972840956299,0.8407421875000001,0.8410142812229523,0.3792669756710529,0.7864896167126214,0.0107,0.7851896123343074,0.0107,0.7861590181802436,0.0107,0.7927314141416105,0.0105,0.7852648530369415,0.0107,0.7864896167126214,0.0107,0.7925453276664316,0.0106,0.4842964295830046
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8438867187500001,0.8108325407827104,0.7972803403151685,0.8322973696802028,0.8395447381745471,0.8438867187500001,0.8412112037083329,0.36317072968930003,0.7711103542959312,0.0125,0.7235030535795374,0.0133,0.7149678221554583,0.0134,0.738867191546564,0.0131,0.7651768834101891,0.0126,0.7711103542959312,0.0125,0.7644797474851066,0.0126,0.5070426225662232
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.85634765625,0.8562972485278324,0.8562835098876171,0.8566636223928473,0.8563088977348718,0.85634765625,0.8566227192829379,0.3496297696791589,0.7864899272176268,0.0107,0.785132148499343,0.0107,0.7862006786490597,0.0107,0.7928656104290503,0.0105,0.7851991242675875,0.0107,0.7864899272176268,0.0107,0.7927048127224967,0.0105,0.4899869463273457
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8555078125,0.826486346164409,0.8140735977001606,0.8448740767116634,0.8521309332043406,0.8555078125,0.8533123812026826,0.3446733400784433,0.7724949713178872,0.0125,0.7264441456564763,0.0133,0.7185009598442985,0.0134,0.7402272860258279,0.0131,0.7672093220812143,0.0126,0.7724949713178872,0.0125,0.7664077189687644,0.0126,0.510835114972932
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8677539062499999,0.8677067748421056,0.8676867973488049,0.8680845843021585,0.8677180413525605,0.8677539062499999,0.8680399495036454,0.32725221633911133,0.7896626673621978,0.0106,0.7885704561156278,0.0106,0.789383392235437,0.0106,0.7949290586634942,0.0105,0.7886342970429172,0.0106,0.7896626673621978,0.0106,0.7947727548191302,0.0105,0.49212763607501975
MTL2,DETOXIS-EXIST,DETOXIS,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8655664062499999,0.8382633111808712,0.8257542876557039,0.8563022328579855,0.8625544299837754,0.8655664062499999,0.8637339828774291,0.32626405363902444,0.773882781153883,0.0125,0.7271371819661002,0.0133,0.7185369775990859,0.0134,0.7419322431648935,0.013,0.7681768884454802,0.0126,0.773882781153883,0.0125,0.7672429346732306,0.0126,0.515309225661414
MTL2,DETOXIS-EXIST,EXIST,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8751757812500001,0.8751369915553993,0.8751145530440612,0.8754559082394312,0.8751470646895717,0.8751757812500001,0.875414777074816,0.31305038057267665,0.7894881635491964,0.0106,0.7884460658451183,0.0106,0.7891967861296408,0.0106,0.7945533075012541,0.0105,0.7885121359739258,0.0106,0.7894881635491964,0.0106,0.7943895040933159,0.0105,0.4945289160524096
MTL2,DETOXIS-EXIST,DETOXIS,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8698046875,0.8437711831634079,0.8318258031023191,0.860630916701157,0.8670962316458601,0.8698046875,0.8681150517105458,0.31876988913863896,0.7690355573056906,0.0125,0.7228494451728039,0.0133,0.7153843316324624,0.0134,0.7350661198309886,0.0131,0.7639653886618293,0.0126,0.7690355573056906,0.0125,0.762576045748428,0.0127,0.5162868044206075
MTL2,DETOXIS-EXIST,EXIST,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,1,0,0.8795117187500001,0.8794732849995308,0.8794501165561703,0.879811130544639,0.8794831204458478,0.8795117187500001,0.879769144964104,0.30457286013290286,0.7894878530441911,0.0106,0.7883823113422486,0.0106,0.7891949285858086,0.0106,0.7948702713776873,0.0105,0.7884488188807716,0.0106,0.7894878530441911,0.0106,0.7947054564137503,0.0105,0.4974618762731552
MTL2,DETOXIS-EXIST,DETOXIS,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.66837890625,0.4259528033707788,0.49930492755575917,0.47303499982408026,0.5606534246870165,0.66837890625,0.5480620611470463,0.6371561501920222,0.6818179883143006,0.0139,0.4054052374613004,0.0146,0.5,0.0149,0.3409089941571503,0.0141,0.5528255017060004,0.0148,0.6818179883143006,0.0139,0.4648762429647637,0.0148,0.6241155964987619
MTL2,DETOXIS-EXIST,EXIST,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.51982421875,0.5163058938586079,0.5195971084092113,0.5202214025472873,0.5164210876315003,0.51982421875,0.5202200477797808,0.6922778668254613,0.5516565442034925,0.0129,0.49568177435587046,0.013,0.5519498578530326,0.0129,0.5965662582649511,0.0128,0.4954568232687226,0.013,0.5516565442034925,0.0129,0.5967424073383657,0.0128,0.6881405821868352
MTL2,DETOXIS-EXIST,DETOXIS,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.6825,0.405644963759515,0.49998564867967854,0.34125664459306015,0.5537258872766809,0.6825,0.46583523382435416,0.6126209400594236,0.6822798820787348,0.0139,0.4069555636256904,0.0146,0.5007246376811594,0.0149,0.4410667009401458,0.0148,0.5538945406802246,0.0148,0.6822798820787348,0.0139,0.5288324716067205,0.0149,0.5976567081042699
MTL2,DETOXIS-EXIST,EXIST,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.59412109375,0.5920715242266889,0.5938841713552186,0.5961827463473698,0.5921736342704924,0.59412109375,0.5961445260464115,0.6805233296751976,0.6660894378617384,0.0123,0.65426143999901,0.0124,0.6657770955854084,0.0123,0.6908502152114602,0.012,0.6543705846019318,0.0124,0.6660894378617384,0.0123,0.6907085748273954,0.012,0.6577068856784276
MTL2,DETOXIS-EXIST,DETOXIS,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.71791015625,0.5566046523439049,0.5756257935678534,0.7234575526653799,0.6536034312167025,0.71791015625,0.721201258866121,0.551871974915266,0.7551909834931514,0.0128,0.6857393331556333,0.0138,0.6746629758533903,0.0139,0.7286586092082965,0.0132,0.7392568529090919,0.0131,0.7551909834931514,0.0128,0.7469999551963054,0.0129,0.521848322238241
MTL2,DETOXIS-EXIST,EXIST,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.7170703125,0.7157186785050211,0.7167955243372017,0.7207453740336509,0.7158009037589629,0.7170703125,0.7206314157269436,0.5972422533109784,0.7498171125518543,0.0113,0.747282278254161,0.0113,0.7494694869955862,0.0113,0.7594490817072307,0.0111,0.7473755796843138,0.0113,0.7498171125518543,0.0113,0.7592755671665933,0.0111,0.5357690053326742
MTL2,DETOXIS-EXIST,DETOXIS,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.77876953125,0.7215560957441408,0.7076672031889355,0.754875660443475,0.7675435051900987,0.77876953125,0.7709856222792115,0.477930204346776,0.7625711731463054,0.0127,0.711100401504719,0.0135,0.7024862733142859,0.0136,0.7298863886835714,0.0132,0.7553065588570206,0.0128,0.7625711731463054,0.0127,0.7557959068164991,0.0128,0.5022302414689745
MTL2,DETOXIS-EXIST,EXIST,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.7821484375,0.7819616777392913,0.7820220363455614,0.782818177213677,0.78199366804727,0.7821484375,0.7827555172424636,0.4871629158779978,0.7700943314206226,0.011,0.7678207196825753,0.011,0.7697450916786773,0.011,0.7794627120267876,0.0108,0.7679090931708481,0.011,0.7700943314206226,0.011,0.7792768025051078,0.0108,0.49887248788561145
MTL2,DETOXIS-EXIST,DETOXIS,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.8095898437500001,0.7678823079756271,0.7550840205861056,0.7903192578445284,0.8034651810818522,0.8095898437500001,0.8047019117636962,0.43183043552562594,0.7711087578889113,0.0125,0.7201472956560481,0.0134,0.710310001820129,0.0135,0.739965352063767,0.0131,0.763517099094438,0.0127,0.7711087578889113,0.0125,0.7635530007822016,0.0127,0.4954794121640069
MTL2,DETOXIS-EXIST,EXIST,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.81783203125,0.8177275063981506,0.8177472703675678,0.8183423316224259,0.8177458401071949,0.81783203125,0.8182941185242812,0.4262500408664346,0.7840294855553072,0.0107,0.7829910710313737,0.0107,0.78378318854839,0.0107,0.7887198485856046,0.0106,0.783049666128125,0.0107,0.7840294855553072,0.0107,0.7885854440142964,0.0106,0.4830953793866294
MTL2,DETOXIS-EXIST,DETOXIS,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.83224609375,0.7977865547078691,0.7859988402354614,0.8158935137650742,0.8280859962675156,0.83224609375,0.8287520469296858,0.3936238699406386,0.7717941486361363,0.0125,0.7260041963424892,0.0133,0.7191299271720607,0.0134,0.7412805950585282,0.013,0.7665261294366015,0.0126,0.7717941486361363,0.0125,0.7676553579529793,0.0126,0.5005448132753372
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.84201171875,0.8419301142725976,0.8419254331741532,0.8424805057739183,0.841946809526908,0.84201171875,0.8424274976692792,0.3848824368230998,0.785260637901483,0.0107,0.7840544933335565,0.0107,0.784977059965301,0.0107,0.7910079959960845,0.0106,0.7841195177849698,0.0107,0.785260637901483,0.0107,0.7908495949941782,0.0106,0.4867133063929422
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.84841796875,0.8177791058351526,0.8065704652235451,0.8339462850710394,0.8451835816494648,0.84841796875,0.8457066497464336,0.36469622621312736,0.7734150338970424,0.0125,0.7307315245023672,0.0132,0.7247799972877363,0.0133,0.7408541625915974,0.013,0.7696308837068104,0.0125,0.7734150338970424,0.0125,0.7690461884601308,0.0125,0.5040774617876325
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.8562109375,0.8561585430032341,0.8561465339105073,0.8565443301710214,0.8561703265852053,0.8562109375,0.8565034305116466,0.3546842906624079,0.7884327570360434,0.0106,0.7875472790004018,0.0106,0.7881759136458172,0.0106,0.7925703280154448,0.0106,0.7876056172333602,0.0106,0.7884327570360434,0.0106,0.7924271752462348,0.0106,0.48680516353675296
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.8603320312499999,0.8336638845750649,0.8235958021717675,0.8473574054477341,0.8578541309197345,0.8603320312499999,0.8581476087492449,0.34145200503990053,0.7752594161407392,0.0124,0.7305086261855239,0.0132,0.7230524102681448,0.0133,0.7430741016057277,0.013,0.7703881551662864,0.0125,0.7752594161407392,0.0124,0.769458465880489,0.0125,0.5100596210786275
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.86833984375,0.8682949691992562,0.8682772162083244,0.8686608505962582,0.8683054768112852,0.86833984375,0.868619176905353,0.3326646694540978,0.7889624785751546,0.0106,0.787911084333221,0.0106,0.7886885778628445,0.0106,0.7940628599529018,0.0105,0.7879730433119454,0.0106,0.7889624785751546,0.0106,0.7939082909063501,0.0105,0.4936112923281534
MTL2,DETOXIS-EXIST,DETOXIS,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.86673828125,0.841694841289784,0.8319056042816655,0.854773756907312,0.8645122031799138,0.86673828125,0.864804985815066,0.32748640976846216,0.7731851512861719,0.0125,0.7303340644469325,0.0132,0.7242262147144644,0.0133,0.7399204458677818,0.0131,0.7693755485492451,0.0125,0.7731851512861719,0.0125,0.7682553907908983,0.0126,0.5151208813701358
MTL2,DETOXIS-EXIST,EXIST,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.8761328125000001,0.8760925084053323,0.8760688036264132,0.876424655916089,0.8761030000616872,0.8761328125000001,0.8763815783491138,0.3154104476608336,0.7886106764041036,0.0106,0.7873206691232133,0.0106,0.7883003821795652,0.0106,0.7948365452289269,0.0105,0.7873907794696633,0.0106,0.7886106764041036,0.0106,0.7946606869505294,0.0105,0.5015041270426341
MTL2,DETOXIS-EXIST,DETOXIS,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.8714453125,0.847195249286103,0.8373750790466497,0.8601957085701724,0.8693411165339752,0.8714453125,0.869666415246653,0.32037736173719167,0.7741078745436937,0.0124,0.7321087555049057,0.0132,0.7262545446287559,0.0133,0.7409663896918653,0.013,0.7706399244470783,0.0125,0.7741078745436937,0.0124,0.7694990234488864,0.0125,0.5171097314783505
MTL2,DETOXIS-EXIST,EXIST,10,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,2,0,0.881640625,0.881607746847236,0.8815858270194827,0.8818839600350058,0.8816168570459665,0.881640625,0.8818473422437864,0.30647175995633,0.7886103658990983,0.0106,0.7874437522286526,0.0106,0.7883159527866938,0.0106,0.7942005590375503,0.0105,0.7875103465280118,0.0106,0.7886103658990983,0.0106,0.7940344436308965,0.0105,0.5005717967237745
MTL2,DETOXIS-EXIST,DETOXIS,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.67697265625,0.4146248311128643,0.5002047982243005,0.4723605449072149,0.5566317906586089,0.67697265625,0.5481381850244275,0.6405951613932848,0.6818179883143006,0.0139,0.4054052374613004,0.0146,0.5,0.0149,0.3409089941571503,0.0141,0.5528255017060004,0.0148,0.6818179883143006,0.0139,0.4648762429647637,0.0148,0.6271971625941141
MTL2,DETOXIS-EXIST,EXIST,1,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.50974609375,0.49451265912103376,0.5096335963413389,0.5109659935239077,0.4945701182602993,0.50974609375,0.5109738293773404,0.6929081029444932,0.5229280000993616,0.013,0.4240152320311383,0.0129,0.522522648371151,0.013,0.5363342655904351,0.013,0.4242819604246618,0.0129,0.5229280000993616,0.013,0.5363707693769074,0.013,0.6913633746760233
MTL2,DETOXIS-EXIST,DETOXIS,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.68208984375,0.4055008274658093,0.5,0.341044921875,0.5531780325683815,0.68208984375,0.46524943923950196,0.6187326273694634,0.6818179883143006,0.0139,0.4054052374613004,0.0146,0.5,0.0149,0.3409089941571503,0.0141,0.5528255017060004,0.0148,0.6818179883143006,0.0139,0.4648762429647637,0.0148,0.6095334930079324
MTL2,DETOXIS-EXIST,EXIST,2,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.55671875,0.5459639856657488,0.5563815590322143,0.5615201763823093,0.5461327524354228,0.55671875,0.5614955710848634,0.6894989690184594,0.5985527361701071,0.0128,0.5744218164722736,0.0129,0.5978290504491925,0.0128,0.6245185692431053,0.0126,0.5747596616166302,0.0129,0.5985527361701071,0.0128,0.6243381160881828,0.0126,0.6840775872979845
MTL2,DETOXIS-EXIST,DETOXIS,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.69078125,0.4414908266712453,0.5160115873920545,0.7503361816251536,0.5774273834905135,0.69078125,0.7280501037857185,0.5702111460268497,0.7374160555975351,0.0131,0.6385251506099289,0.0143,0.6345864753699366,0.0143,0.7179216623077608,0.0134,0.706839465789308,0.0136,0.7374160555975351,0.0131,0.7308750076471551,0.0132,0.5390996196440289
MTL2,DETOXIS-EXIST,EXIST,3,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.66091796875,0.653615923359848,0.6603531225766942,0.6734909535497452,0.6538219241667513,0.66091796875,0.6733101645874149,0.6599044496566057,0.7069674218148396,0.0118,0.7018396256063666,0.0119,0.7064594701825759,0.0119,0.7193741586702798,0.0117,0.7020009657240677,0.0119,0.7069674218148396,0.0118,0.7191635404487748,0.0117,0.6037598192691803
MTL2,DETOXIS-EXIST,DETOXIS,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.77146484375,0.7068796250416863,0.6926192834422521,0.7498608199363479,0.7567919112228654,0.77146484375,0.7636429127177753,0.48780265636742115,0.7600302253062441,0.0127,0.708930349180112,0.0135,0.7006837856325039,0.0136,0.7255441437511939,0.0133,0.7531778542970552,0.0128,0.7600302253062441,0.0127,0.752759020070333,0.0128,0.5069421580859592
MTL2,DETOXIS-EXIST,EXIST,4,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.75078125,0.7500436638106753,0.7505751900365624,0.7530869427800828,0.7501005495162024,0.75078125,0.7529930364659605,0.5462756470963359,0.7626915815882952,0.0111,0.7601265012552695,0.0111,0.7622840711185708,0.0111,0.7728599708431899,0.0109,0.7602290587164631,0.0111,0.7626915815882952,0.0111,0.772644882157788,0.0109,0.5180131690842764
MTL2,DETOXIS-EXIST,DETOXIS,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.81177734375,0.7747043693456093,0.7654415948229565,0.7883496448664216,0.8078825883787693,0.81177734375,0.8073628503849892,0.42862871792167423,0.7690313002203042,0.0125,0.7235400352742329,0.0133,0.7171167785687457,0.0134,0.735399896481405,0.0131,0.764214435309305,0.0126,0.7690313002203042,0.0125,0.7635708192606027,0.0126,0.5068946587187904
MTL2,DETOXIS-EXIST,EXIST,5,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.80060546875,0.800424144270351,0.8004945814404223,0.8013855682459571,0.8004500903885348,0.80060546875,0.8013262971955937,0.4598367545008659,0.7780327023871625,0.0108,0.7765611789584793,0.0108,0.7777387855040689,0.0108,0.7845919705591927,0.0107,0.7766316904604034,0.0108,0.7780327023871625,0.0108,0.7844322721695487,0.0107,0.49469569069998603
MTL2,DETOXIS-EXIST,DETOXIS,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.834609375,0.8042267655374143,0.796475246763681,0.814484887292231,0.8321730961785976,0.834609375,0.8316689034504672,0.38890684524551034,0.7671874501122806,0.0126,0.7251670239022487,0.0133,0.7206173559484856,0.0134,0.7327107515860554,0.0132,0.7641649529589664,0.0126,0.7671874501122806,0.0126,0.7634459377896732,0.0127,0.5081727717603955
MTL2,DETOXIS-EXIST,EXIST,6,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.8298046875,0.8297008001133582,0.8297189374917426,0.8303753089562191,0.8297182426153974,0.8298046875,0.8303242999602342,0.411454816814512,0.7812057530367389,0.0108,0.7794255692633316,0.0108,0.7808593442415128,0.0108,0.7894135134560246,0.0106,0.7795062299853451,0.0108,0.7812057530367389,0.0108,0.7892203391042399,0.0106,0.4945179896695273
MTL2,DETOXIS-EXIST,DETOXIS,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.8539453124999999,0.827839545376774,0.8214174255099058,0.8357475011064303,0.8523508868150058,0.8539453124999999,0.8518963593704683,0.35500880163162946,0.7724907142325007,0.0125,0.7268063935170372,0.0133,0.7198688560890902,0.0134,0.7403339452943377,0.0131,0.767302570389457,0.0126,0.7724907142325007,0.0125,0.7671821409472482,0.0126,0.5205711045435496
MTL2,DETOXIS-EXIST,EXIST,7,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.84755859375,0.847486638597382,0.8474817946289857,0.84799552257529,0.8475013756763055,0.84755859375,0.8479480819936691,0.37563868090510366,0.7901982884964106,0.0106,0.7892314319626648,0.0106,0.7899465670057897,0.0106,0.7947771710235361,0.0105,0.789288804391693,0.0106,0.7901982884964106,0.0106,0.7946363327465699,0.0105,0.4884365899222238
MTL2,DETOXIS-EXIST,DETOXIS,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.8651171874999999,0.8416466872918275,0.836010735913858,0.8483618537329706,0.8638948856426948,0.8651171874999999,0.8635038174731487,0.3332781055942178,0.7720266919253733,0.0125,0.7272292976787403,0.0133,0.7202960288403234,0.0134,0.7388004145834866,0.0131,0.7673713403765999,0.0126,0.7720266919253733,0.0125,0.7663011456691349,0.0126,0.5243642666510173
MTL2,DETOXIS-EXIST,EXIST,8,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.8610546875,0.8610034283677008,0.8609899426618505,0.8614048188867794,0.8610147288033154,0.8610546875,0.8613626089750299,0.3520572441071272,0.7889615470601387,0.0106,0.7879728681524363,0.0106,0.7886966829513387,0.0106,0.7936344599853327,0.0105,0.7880334052522434,0.0106,0.7889615470601387,0.0106,0.7934862144609008,0.0105,0.49128378289086483
MTL2,DETOXIS-EXIST,DETOXIS,9,dccuchile/bert-base-spanish-wwm-cased,128,64,5e-06,0.3,3,0,0.8727734375,0.8510779342465241,0.8453944708397056,0.857802249310714,0.8716495133845019,0.8727734375,0.8713303343482321,0.31842903880402446,0.7727205968433711,0.0125,0.7297334208285949,0.0132,0.7236963405374295,0.0133,0.7389632364244189,0.0131,0.7688926290847112,0.0126,0.7727205968433711,0.0125,0.7675461331665112,0.0126,0.5281871195350375
